	ENST00000374761	ENST00000319928	ENST00000370812	ENST00000481579	ENST00000579153	ENST00000367041	ENST00000480676	ENST00000328257	ENST00000393051	ENST00000504148	ENST00000457474	ENST00000315580	ENST00000347691	ENST00000555304	ENST00000330836	ENST00000553286	ENST00000566326	ENST00000311008	ENST00000348335	ENST00000379774	ENST00000579004	ENST00000269221	ENST00000463087	ENST00000589699	ENST00000493059	ENST00000597279	ENST00000264716	ENST00000422803	ENST00000398107	ENST00000356421	ENST00000263895	ENST00000374114	ENST00000262605	ENST00000525817	ENST00000493076	ENST00000406644	ENST00000488442	ENST00000433992	ENST00000337959	ENST00000330884	ENST00000458646	ENST00000429888	ENST00000264634	ENST00000325599	ENST00000478867	ENST00000490337	ENST00000326448	ENST00000515749	ENST00000394854	ENST00000274459	ENST00000355472	ENST00000465796	ENST00000456573	ENST00000459703	ENST00000339898	ENST00000249364	ENST00000448878	ENST00000519857	ENST00000428870	ENST00000380062	ENST00000379858	ENST00000358077	ENST00000380550	ENST00000376441	ENST00000360134	ENST00000374571	ENST00000371113
rs17123263	0.002336908662150197	0.09144348554191334	0.07247488151573456	0.024426462610185995	0.06620702599345636	0.10691957497386693	0.0701461477082664	0.04568072612341628	0.006104192456998245	-0.5027052119240565	0.040683356747738264	0.15255809641667648	0.06285152037624203	-0.01876511393752849	0.057731772483233565	-0.06271163771934504	0.042664304723871525	-0.027087234685375997	0.06425571958898292	0.06295314686711896	-0.004869076287857822	0.05546122437027232	0.03726694566138626	0.12215368748261052	-0.0383692981810595	0.21651734679819884	-0.06576147135167068	-0.099326669038739	0.09274766088398649	0.043949631188422045	-0.05123091711275738	0.008993722834158526	0.09584875429598821	0.1413977751124136	-6.0317841616474915e-05	0.06697406901700621	-0.08008111924608671	-0.042593131137491934	0.10179503204229945	0.052621040688689356	-0.029093123426523735	0.023785412651647395	0.07435217722399333	0.0643551984163606	0.09533346715986452	0.05653316054315152	0.0011661763079106743	-0.08377313223141078	0.07958757162075038	-0.49785356485182247	0.08484835978930291	0.006972796300257985	-0.041457930265273106	0.0926338762086899	-0.45396073025531936	0.09024761122300944	0.02039791632813377	0.17535035564669482	0.07548169005913791	0.08854376538014207	0.13568829606301716	0.06392711021318721	-0.07155153151315578	0.03627044904342542	0.09570993902194798	0.10240365375310864	-0.011179904060478764
rs4240748	-0.10416971577598057	-0.024337786909960663	-0.0897126882270489	-0.22060121492785248	0.08373842567040672	-0.04684447886610044	-0.04754310011630556	-0.02933596392976221	-0.09549995217187156	-0.08937630347639725	-0.038368796545347944	0.14693167980551955	0.011436447377643254	0.17836346553721869	-0.04463549840510782	-0.11764829290711032	0.022338661000194205	0.07430445521244163	0.06101097950597035	-0.15291478905830197	0.008309722039830776	0.042825052006053924	-0.09324354441575111	-0.07275790321033955	-0.07308755341271805	-0.01410456999240644	0.0175782832755098	-0.019880988171042335	-0.029173241766664335	-0.03681192531347305	-0.10419272710604394	-0.06640342858823882	0.09131093344156274	0.08281759020297272	-0.04598341022238057	-0.11066625456720967	0.016010799296079906	0.011975181194778164	0.04089392157891686	0.05805223474404157	-0.05272077663160544	-0.06854764446779492	-0.035282055603297856	-0.03123391931614771	-0.05425001491203023	-0.13547460646475426	-0.06899779269892933	0.08985764805523562	-0.018374478011571778	-0.0899141336685418	-0.01721728582540529	0.07994323012654189	-0.010052171787827796	-0.047195152098494106	-0.07138696136543476	-0.06187293040579225	-0.017856176961019894	-0.027921411096278975	0.06060039100785224	-0.08985003254054226	-0.016560427781440075	-0.1210077759720625	-0.07756316809793319	-0.01778101018521586	0.05376894646951461	0.038051741289814804	-0.022325760684496748
rs36104021	-0.001337265157322638	0.040267676852546334	0.014345973165779164	-0.11098263138002445	0.05053251097733651	-0.05273419696044208	-0.07045386598196814	-0.017721189724458266	0.05367400162833421	-0.008095859369668501	-0.041382096053270055	0.05003439382194507	-0.0483211773606006	-0.006336577187239919	-0.002012939261198641	0.048003443646099514	-0.001440793945048894	-0.00041625195309986446	0.0672456277261004	-0.19276834571345638	-0.11164639263502125	-0.06049379145913102	-0.06132590479388582	-0.13493933508569095	-0.06330573224241175	0.026752084949119508	0.04723214662016822	-0.02506346155587599	-0.04144100507250203	-0.007465481822071574	0.059992184587969136	-0.0699195650339503	-0.014913246387767948	0.10622493478097998	-0.01065539520642262	0.028551846801179285	-0.08525775566229792	-0.14317157080686466	0.03995260652365911	-0.03956750146738784	-0.12117189306056846	-0.01880805646397421	0.09876234619635722	-0.03951429062723113	-0.0856110908143314	-0.0353722673698922	-0.09409598043930617	-0.05110994857431784	0.00870215276721114	0.024728250720758838	0.014674516020368455	0.05600398908883868	-0.01870903672736511	0.007403812587732669	-0.11190831447542432	0.015238506420894138	-0.02486196138090139	-0.07287540340602557	0.03302384105360161	-0.008390595537106004	0.04855275356366243	-0.08543657050518821	0.026416573847932827	-0.07325866244642876	-0.017267687643997068	0.033527465375016934	-0.042939768979286974
rs4766428	0.10947441836211794	0.08090415077518363	0.040387913077109	0.08327947445078059	-0.08985764805523562	-0.027345380941746694	0.05378750564496149	0.06018673882660204	-0.1268340953596592	-0.022642242518524064	0.013424371113531595	-0.05639038381734972	0.01776895183218909	-0.09750044503912096	0.007082840238535391	-0.037517035892761556	-0.041314556199645226	0.05623831322399123	-0.04909771226165391	-0.026914816743768402	0.06645720884286434	0.05443778989612798	0.08945228728987133	0.04309022063138542	-0.0016500404502229127	0.12310156063910908	0.0947864605130886	-0.058987529499690494	0.06238899733597941	0.048749036522867745	0.020443613979798877	-0.02113052136477776	-0.030623871817851544	0.090287163918896	0.1027448603178793	0.016769743149251573	0.011721111607710765	-0.014670675735189181	-0.04841414059668301	0.00011581027835304606	-0.022597471211878974	0.017624392547049016	0.014713734953750805	0.06290748534546804	-0.01568274517975436	0.08282484766950639	0.05992701385822541	-0.04895481797213101	-0.03193299045408745	-0.06682517182300626	0.06585126078086392	0.07098281817202932	-0.07533907095768934	0.004168652071919371	-0.055103900554959034	0.09004544596386971	0.010326844790166665	0.015027584015799256	0.002812746092961785	0.04497651796644011	-0.04160420759441749	0.04122059735823116	0.0859088283115384	0.04494451290374552	0.07002934190158304	0.053631867847484145	-0.013147694790030546
rs2851447	0.007020154283035972	0.05477954856687845	-0.06809021092550076	-0.018775790519485438	0.004516703134735623	-0.026618676621666337	-0.13182546157408698	-0.00919843011595021	-0.08221220897733662	-0.08373877442035238	-0.026935569035391793	0.5695087440933969	0.010041884879283971	-0.06295707390552129	0.012576258008906844	0.11361422521952134	0.11381137078017134	0.020126778756920122	0.19747728458621158	-0.07329266182797567	-0.010206837496926262	0.05909483073297716	0.19154051987597864	0.0403865204709141	-0.04124042809206475	0.15039332373010997	-0.04102582466848427	0.013758217594167309	0.03778153875781382	-0.03581404610539296	-0.016367775133468127	-0.055862961484898305	0.0028867717364149926	0.0005412552045640596	0.13436723737176504	0.02226907554296177	-0.013910564916574854	-0.003353730390295307	0.2073213148177928	0.12443096483583979	-0.02833629049866476	-0.05257878012042219	0.02657493864815468	-0.16773360024047623	-0.062162523837803844	-0.10292311915093182	-0.06729661067422833	0.00258895591932003	0.1026697502537566	-0.11722701184314753	0.0240842640812395	0.0783366882102859	0.0011479071648460954	0.04803362262124265	-0.16429536177364323	0.009480685236253466	0.038547953659535485	-0.0665697732438251	-0.0414810933459186	-0.1120073769801525	-0.03387866099041298	0.05808705841463971	0.007505366900027	-0.14381698893967843	0.06088056990078501	0.08477750170422917	-0.03705864499321555
rs10847692	-0.03772051026512057	-0.23599647460649198	-0.3369302693507722	-0.16330742500858558	-0.01909045400564419	-0.32468733043442477	-0.30456337981792314	-0.26456304321028623	-0.11026445628708126	-0.05017833477742695	-0.3585730508399561	-0.06451773087639594	-0.39912146836524376	0.05374193043271132	-0.404378155434097	-0.10328991263868109	-0.20938287684442958	0.27462615962268944	-0.16591343600869962	-0.21106070259758702	-0.12073346519907714	-0.3363609544608242	-0.008954356781875523	-0.12653644935065342	-0.02551113112526123	-0.18685170016075675	0.1431350146413434	-0.17026052932815677	-0.23945636184951496	-0.2841760630304681	-0.04272051930832257	-0.30342609452070823	-0.12245304870949583	-0.034129977804889126	-0.06840185755809741	-0.39455401187819833	-0.07656300201468948	-0.021448026479012186	-0.20054721439699674	-0.08963686399626764	-0.07815179195387491	0.024980581493918606	-0.14769599555908616	-0.20013546496098808	-0.01727119608537974	-0.3939419157399248	-0.053288946159931454	0.17720414345222874	-0.31050753190474156	-0.03686735164944501	-0.3456999027360274	0.10246371305535085	-0.11444304693285455	-0.12280753215401219	0.04345393931023905	-0.3092155615060066	-0.20916318619328217	-0.03981368075963568	-0.2315955997915653	-0.3201978913683992	-0.27672845591478296	-0.11467332319457404	-0.24042833348571238	-0.22922939691421704	-0.16803784436658256	-0.2725139999584065	-0.2672688527769962
rs9545047	-0.18744667576351667	0.018005023913819872	-0.07032180158983191	0.015569087035348487	0.09145425671263906	0.003682446260635072	0.14761863903056852	-0.024431819591777863	-0.08635776842147644	-0.09923641360087075	-0.017000652168956472	-0.059249209432948015	0.028017101438873617	0.09506613021262314	0.026146983797339693	-0.052030538921832174	0.020183864226608825	0.02119836813103164	-0.09948655619178909	-0.047155542373225535	-0.052292596022399905	0.028483473821048582	0.0423122713660803	0.08777332623586905	0.10032256009737905	-0.08909693017079406	0.010845695270809214	-0.10422977818367221	0.0015936200807312824	-0.008421285331822119	-0.06576057972024542	-0.03656945297591009	0.06562735071568064	0.029661807406722966	-0.009000303244962714	0.05859252567090344	-0.09362925502757109	-0.08767997558807686	-0.07305093159134689	-0.04056282264371811	0.05413439530131954	0.052685672225633605	0.020782736942548414	0.060521362313822394	0.27660679992113757	0.03662183415233812	-0.0570523694512646	0.06268753978602298	-0.0077184189636905825	-0.13767821498672259	0.02315560594908929	-0.07420954985844126	0.015773339234410374	0.02731619357753198	-0.09402051847656562	0.01334262113772725	-0.048805555558480526	-0.11489701673627455	0.09429953991607988	0.037448711018395954	0.1410901491804146	0.05712699035263459	-0.09538655809173083	0.024226052240936283	0.05092363511989036	0.08339584094679912	-0.03421618848332394
rs17257836	0.003994304385837208	0.035482448916987076	0.06417084773082096	0.051667064739374755	0.08818869556053271	0.06659280674585964	0.11607914779396518	0.02985715405068405	-0.03982125616831372	-0.43060534048601856	0.10375532092900758	0.11274659721014633	0.06600690669272598	-0.011083722994029472	0.05548109270705215	0.02121654123505302	-0.00748842133248206	-0.0604278150474876	-0.11812133651738684	0.05313801412945235	-0.033383540239807295	0.031738958267287766	-0.0022069268828058624	0.10870310372513117	0.046475544912184016	0.1936540403538741	-0.0607734682674592	-0.14152399630062792	0.054399147957386214	0.09519644694609243	0.00295125834031854	-0.026977917590334678	0.10320455499624873	0.08812575505278109	-0.024866014043492177	0.04170751848034557	-0.06869786474908907	-0.08642888086805828	-0.03788912976176269	-0.06395143430064747	0.03886560457874159	0.07854876832205175	0.05452922620129163	0.10256333684644334	-0.03066967523387784	0.06466278391081003	-0.005861946055010963	-0.16192194005713487	-0.04106900677490275	-0.34289415230984915	0.03382429591807003	-0.010146840422232503	0.04398894487183981	0.0443382257773127	-0.2511216280172693	0.07447548587527715	-0.07988392620847638	0.10784088667815754	0.00764393829081517	0.023076379390269776	0.043703105778813464	0.007295813031213155	-0.08652031078574755	0.1507808183454309	0.026822108018418202	0.05443436380165259	-0.08751927685460342
rs10148671	-0.06735273101938521	-0.16786318495655167	-0.19307903177674185	-0.19038502952962555	0.1192457260768647	-0.04145220353812608	-0.07660062448095004	-0.06757309335386008	-0.02816749931194296	0.0815675398021966	-0.1150016752236021	-0.06490288206487488	-0.1541380990308594	0.028985125714356675	-0.15492576184099652	-0.01844774791584398	-0.0985384810115095	0.08626040897567477	-0.0027472280333630224	-0.03880678711592431	0.004618278003000067	-0.18158144153567435	-0.12313638550635736	-0.04901113962464109	-0.1249615714682774	-0.171547289449331	0.031720904654846005	-0.006235695650976952	-0.1882042298234472	-0.13215263507846617	0.06469579318564225	-0.176568006150562	-0.09918977459313234	-0.07785081701281314	-0.07230304750562666	-0.14208655449583443	0.04427430857191544	0.00909566670181145	-0.0416862405183074	0.028323154839658037	-0.1143276790178558	0.004568812757290832	-0.0468196066471918	-0.08445575237621389	-0.008852082012041664	-0.12573200961205003	-0.05756445923096725	0.07227654963665786	-0.12101216936334523	0.08786931437752542	-0.1280864311322189	-0.12556593764029556	0.05035566292016464	-0.13748616369543315	0.22844870912099474	-0.16135683785162214	0.003128977741670583	-0.09155390266751362	0.039826559116194586	-0.1568541711176743	-0.06853366571447461	-0.12414263849128682	-0.14948847154862094	-0.08470651816116173	-0.10153917009671179	-0.12375086288833756	-0.09992474455649852
rs1191551	0.0484237830985201	0.09497136776628849	0.09411874823810068	0.16864264714248736	-0.06486922973969186	0.06131584587483536	0.0015708682503746368	0.05751283388973455	-0.0737612997364283	0.17196821873261675	0.09783321751900478	-0.025272123956798138	0.04644562909065604	-0.16892519296107386	0.08382250948947821	0.028831050946298623	0.09282129476339397	-0.10918126271240797	0.08527528607149762	0.05990581855649316	0.023750361191948195	-0.017164199978543248	0.034310069381538355	-0.06164918967261299	0.055643172238153904	0.06596269344868819	-0.04408668411123824	0.166253290545174	0.048144367409897006	0.056056475764633545	0.11582116612214374	0.03907511481503399	0.002879759910730123	0.0895398095170331	0.08840099300717497	0.10021055548859133	-0.010559279367009239	-0.023271749201455708	0.1319253788751404	0.06231370517334835	-0.05736211948029479	-0.12848437758594924	0.024147181393289915	-0.05787782114514324	-0.10718836788371823	0.10391505717622333	-0.05425644835783649	-0.0970109220587125	0.1128462870225036	0.058831175578518295	0.03841043622121463	-0.015686709077281882	0.06697932037856119	-0.10929109434344904	0.019797600187037925	0.021587148577240076	0.11559869486692466	0.07176408553904311	0.005596143789196722	0.0798380851882897	0.07229614807055489	0.043180187902713	0.13899156250144976	-0.0465925123534225	-0.027862567623551403	0.0535607161145659	0.08120937003374616
rs150437760	0.03099051435994326	-9.857659875560513e-05	0.056625455015958996	-0.020319841600066682	0.047563341517767	0.0325951235745999	0.11417230631710516	-0.008921572239394064	0.0027235499237179637	0.04244625674229294	0.1453561870281101	0.09723204389711358	0.08446049452499253	0.06288059016240799	0.09427789574108925	0.11990019308256993	0.06863322311323461	-0.0014001176057150692	-0.022092802390199645	-0.1129777778088225	-0.0840202622244479	0.10231214785498573	-0.031116083925334225	0.0043682044112643105	0.11032534946430418	0.018213442645338005	-0.08756042346424892	-0.022369907635445184	0.07030653720447418	0.04652702739020437	0.017846692641597283	0.03201100969775236	0.08699894328597382	0.058265802129338864	-0.16208562267425863	0.1104567792008284	0.0955984509210072	0.07071209160343168	0.017514041982143784	-0.1389600199707518	0.05293590927282108	-0.02434468970302654	0.10414955886169389	-0.09756317209671353	-0.005373661313602438	0.09084173856696753	-0.0008161972904246321	0.0666393352784217	0.014019590602458493	0.05719369302245697	0.06746324001599775	-0.03938862969149566	0.0117352435109939	0.1296330021749886	0.05161199447450417	0.061938016965611874	-0.08101122338850283	0.0026910215544855144	0.07597784845009883	-0.055677294588692236	0.14722132384131117	-0.025603819832668018	-0.05105224801292203	-0.007256165796528457	0.0508475070650308	0.02892631167761563	-0.02227049552594098
rs2332700	0.17949676348458354	-0.0434678234519187	-0.12329629830154568	-0.12255013142951703	-0.057609803856213164	-0.20228618583816063	0.0007008426508191539	-0.1963418769014289	-0.07778887823073123	0.04622905007758828	-0.13635431779226084	-0.12649773713286572	-0.0945358228103764	-0.09572044164121833	-0.12449132039846879	-0.15919749377161727	-0.11405038628970296	-0.008368328718557902	-0.055888693648570804	-0.07791757277205115	-0.06634489384696109	-0.1684805405638422	-0.09033961581710388	-0.1054968988435781	0.12173453777351824	-0.1271300789600631	0.12033149226369183	-0.1938162233336743	-0.11980944668110367	-0.1496528581392887	0.17321289469793874	-0.11037585426819899	-0.07605367985326816	-0.1516994571328044	0.008992337490421987	-0.1201636445861626	-0.03816773301382592	0.009453194946312313	-0.10006033656874022	-0.14377177376497138	-0.06074770753134176	0.03803646398778157	-0.03076045423847797	-0.0033648823142954994	0.019852641471133137	-0.09237198615868321	0.09380808913616301	0.11194753631157286	-0.17003975718963474	0.033277981987864996	-0.11296157422995505	0.11027250940116982	-0.049369248601995805	-0.0625165108272719	0.14530249548797114	-0.1149761903222397	-0.1879135461180021	0.02614303500783331	-0.08854742903441798	-0.05767980780668318	-0.0903962074304082	-0.12309703188072622	-0.19908596988258914	-0.0801024914497068	-0.027033591307052997	-0.12961988819765569	-0.20089920579233225
rs17680771	-0.024980343019638643	-0.06175308532776041	-0.08662636970188914	-0.008727889531856759	0.08138489177562336	0.008983910026926488	0.09818318587579007	-0.039012844108933034	-0.10537268308961399	-0.4889786575942519	0.003951409733730946	0.12055646426039626	-0.019743624321190912	-0.04001110907328411	-0.02456767677108109	-0.10141958614368142	0.010452189223894303	0.06358967450838841	-0.019496880411728118	0.026888068714611885	0.04754336297679109	-0.0038467641935869866	-0.016023281736667474	0.02005381487862449	-0.02985073319516113	0.04276573312296649	-0.09579736704150536	-0.09543098958998088	-0.03811849797137865	-0.020317722129952396	-0.029391958800167567	-0.0382468077416411	0.04419040955968121	0.02870999761874761	-0.0186297428271089	0.013616014578065558	0.047935988065298786	0.08736463628646877	0.026699817629497653	0.007738365889196672	-0.024132551212322266	0.056920654700058894	0.03804222415789997	-0.025173085517618175	0.02979755475437939	0.00017049851830049288	-0.15192627343616613	-0.0036003492537736814	-0.028428738624938804	-0.438809859113377	-0.018991958282566605	0.014450425889249649	-0.040973764232526924	-0.025768956641070193	-0.3514557946788231	-0.010408478348897608	-0.0162149888160356	0.09006629436024068	0.05598958962300867	0.028696362648389453	0.07376527005466472	-0.024428724436682446	-0.06558089428472137	0.027873878155707372	0.020767648326061042	0.07690648054079934	-0.06500152787357602
rs17695868	-0.024980343019638643	-0.06175308532776041	-0.08662636970188914	-0.008727889531856759	0.08138489177562336	0.008983910026926488	0.09818318587579007	-0.039012844108933034	-0.10537268308961399	-0.4889786575942519	0.003951409733730946	0.12055646426039626	-0.019743624321190912	-0.04001110907328411	-0.02456767677108109	-0.10141958614368142	0.010452189223894303	0.06358967450838841	-0.019496880411728118	0.026888068714611885	0.04754336297679109	-0.0038467641935869866	-0.016023281736667474	0.02005381487862449	-0.02985073319516113	0.04276573312296649	-0.09579736704150536	-0.09543098958998088	-0.03811849797137865	-0.020317722129952396	-0.029391958800167567	-0.0382468077416411	0.04419040955968121	0.02870999761874761	-0.0186297428271089	0.013616014578065558	0.047935988065298786	0.08736463628646877	0.026699817629497653	0.007738365889196672	-0.024132551212322266	0.056920654700058894	0.03804222415789997	-0.025173085517618175	0.02979755475437939	0.00017049851830049288	-0.15192627343616613	-0.0036003492537736814	-0.028428738624938804	-0.438809859113377	-0.018991958282566605	0.014450425889249649	-0.040973764232526924	-0.025768956641070193	-0.3514557946788231	-0.010408478348897608	-0.0162149888160356	0.09006629436024068	0.05598958962300867	0.028696362648389453	0.07376527005466472	-0.024428724436682446	-0.06558089428472137	0.027873878155707372	0.020767648326061042	0.07690648054079934	-0.06500152787357602
rs35604463	0.05102608814521916	0.05203566791140309	0.029817177520875073	0.06433359170097218	-0.009649341901959511	0.09566120745499952	0.12477533993092943	0.13771051906741294	-0.2025689257218163	-0.08538620721129171	0.06387173841384718	-0.016909257341833052	0.13804128754282566	-0.05104875979038733	0.13548830439757792	-0.03248940159070259	0.03633829705281649	-0.15804884726281115	-0.020514408263805996	0.1319927254841684	0.10824034053558029	0.05904915773747101	-0.0944318591658196	0.015303860932203435	0.13199207758135076	-3.929276376373116e-05	-0.054427922949872205	0.02010335831834895	0.04997439929370535	0.08191171556757888	0.017348037305093725	0.01673808328706714	0.03544121769313928	-0.10948731199160845	0.14478189592374574	0.11360481506298986	0.15539978637808075	0.14368694229355616	0.0802700860399369	0.07184106183748203	-0.018374595234030837	-0.018678654721090218	-0.026461607533456805	0.15592796724184538	0.12516203359050165	0.1682227681521499	0.0021846316106802813	0.05731936609501099	0.08111891649053608	-0.17580673288165735	0.09916893979567146	-0.0265548092308481	0.021800179778145416	-0.10973764306703865	-0.10317900843836897	0.05578745054157789	0.11378356495978822	-0.09610494937071674	0.12776943899424872	0.12488626140674845	0.0555695660492587	0.07203583667974257	0.13824727713469048	0.16744855455949817	0.08171990873605023	0.07743735642973357	0.06208071053356548
rs10083370	-0.07072029106027047	0.01634711306627632	0.06147817209394372	0.0711387510684866	-0.029787017165548713	0.025764175821172748	-0.07417320383938253	0.07218502948554098	0.01918709280049157	0.1311876205999294	0.03726844312788321	0.04250650298228105	-0.00017451971457201242	0.0047195134113136175	0.030874365627209178	0.4600997429742289	-0.007934280457921295	0.01036372919029196	0.04794995134684355	-0.04528869331964483	-0.011868236111640283	0.09191310950550921	0.09013631950288516	-0.027890724415849003	-0.17659261290748104	-0.00019117895993211594	-0.07822650596223785	0.08981029332954878	0.033020163275036575	0.024672493921334387	-0.05327724716819167	0.07169854724983907	-0.004069055875157457	0.13794746461784954	0.08215142169203735	0.029180493393971586	0.08992361321776657	0.041507695975191404	0.012976617283860754	0.06704835871567723	0.041782200256204126	-0.10212196191723225	-0.05280131556902242	0.10257128620066622	-0.002606541320030694	-0.0548115544564384	0.10324700598427367	-0.14029478020106959	0.0658179540236829	0.13992459253942835	0.015255863635966076	0.012471422620424652	0.009992879318563564	0.004220522240338668	0.12156105610092098	0.05715838428290561	0.03514550359939677	-0.20511491062945317	0.051064859895822295	0.02843802119287115	0.0371570337931585	-0.04682850788730615	0.013243002693022865	0.0455722718318693	-0.06695996644791374	-0.024167878797455293	0.05947563352549496
rs56282503	-0.21344938962909363	-0.07619283944265444	-0.12030512054890848	-0.17839978495780354	-0.1739001623931747	-0.06655616451342207	-0.16239953538083587	-0.13527632546244994	0.08981474922317645	0.06337574886383841	-0.10710238127253238	-0.050525690223189944	-0.13276057968924604	0.06271047627377585	-0.1673934434136184	0.12722361740668794	-0.08318665120943247	0.14685908295085426	-0.1151221549015874	-0.06725976250609354	-0.08034023531991892	-0.12507892074919114	-0.07112803864948451	-0.18211400257494917	0.06661704133192499	-0.15881212863181082	0.11991370705808148	-0.0743488248529634	-0.09220778196129628	-0.119998093195395	-0.1138337223334217	-0.26947348574354413	-0.0879788730807945	-0.014214793888306418	0.03174225196447822	-0.07114309841416983	0.08644088734299567	0.11140869868526952	-0.10948027883429906	-0.1130490172192867	-0.1674560494771032	-0.043487494359761125	-0.05798499821219477	-0.09092061779601282	0.17071436360838196	-0.16619881720816013	-0.03118485555414789	0.09614337371148551	-0.1355013202364761	0.1496859675799971	-0.14638963884651934	-0.022042419872586524	-0.07684736330853605	-0.15994581110301564	0.05813565706290735	-0.14573587081634104	-0.013882439953532232	-0.02918955818490552	-0.14476910056856235	-0.13311899938828092	-0.04448744985796779	-0.20642900277140025	-0.043017353188101105	-0.11559029864877371	-0.06345149596012321	-0.16066585759510804	-0.019815711273725292
rs281299	-0.03155030988095697	-0.10999422312179466	-0.07972147369330129	-0.06727239493920775	0.09514248588271372	-0.07430429564084114	-0.032129364847180646	-0.09748608494356721	-0.0891878108414403	-0.1684243437961869	-0.03957595085997584	0.025109263064957272	-0.06958669618932763	-0.03324607771909848	-0.08698758837748523	0.03628871385916567	-0.014488698892587705	0.08104637271771425	0.035060321810181386	-0.08244246377838546	0.003619320992206206	-0.007416491968835599	0.057019882819185075	0.0535680751417603	0.02555448612131313	-0.10439133564507652	-0.14873275998538485	-0.06264182368483273	-0.057987945297597175	-0.017838028121702855	-0.06107379211366805	-0.09273251966805923	0.034876708972125935	0.08160373262145976	-0.13212178957626228	-0.11104027487039912	0.05247466632553993	0.12545212999685826	0.0425525634448421	0.07866675400321206	0.06001367765400013	0.09017675689652466	0.04050619204415251	-0.006550457755871605	0.050297690103251726	-0.05822798331659795	0.12096330853057752	0.022953659676695326	-0.02257970631472824	-0.228018222052826	-0.0567793140631301	0.10100745459671069	-0.15364914889609005	0.1029291613295285	-0.12640670346359834	-0.07975753396490733	-0.037653998244197434	-0.07399053441065585	0.046853119496494955	-0.051442591740301746	-0.07427669314171924	0.005706879294473219	-0.035673469252045564	-0.077113970581035	-0.025160200750763608	-0.06919759546122944	-0.04281351993424864
rs12898315	-0.05137979997210635	-0.2744134424010643	-0.19345570143146365	-0.15024743813634064	0.15452187073571005	-0.15331050446188005	-0.11815454906133253	-0.19215632611143246	0.07216638951151438	-0.12509611812591462	-0.18842436985828398	0.062323693444480355	-0.17872200858297033	-0.038222869284345276	-0.19925881567336898	-0.032536261435239196	-0.1859560155104688	0.12026952093555758	-0.175241312080415	-0.10117776562345221	-0.20537369186279897	-0.17553978664714145	-0.1525763628240247	-0.09112357159597212	-0.004595385781143176	-0.09946626914269713	0.09810900350763627	-0.226277268803028	-0.12340027257183749	-0.21867352874844723	0.004259396998745887	-0.2919915733345693	-0.15179649861688177	-0.028324359921755613	-0.1433488408525044	-0.15464858680618274	0.02963130046277077	-0.059944939902320395	-0.16473708346669078	-0.18414151099915604	-0.14952496036276697	-0.11773211395351045	-0.15883310345419818	-0.1608110198481234	-0.05305214239517673	-0.18790734788499872	-0.14646164297122158	0.0032783124874504964	-0.2222524287622119	-0.07319006181922405	-0.19620021883829078	-0.17326332314396578	0.06069333950148696	-0.06695651606062167	0.03843163536502033	-0.20634758318898727	-0.1657384407150964	-0.0059649877835574175	-0.15612970988424732	-0.17832504017269163	-0.03198182607982908	-0.12674020910625355	-0.22383183130346118	-0.1533379119236234	-0.08997920875498533	-0.15151700426786996	-0.22469020339406598
rs12148337	-0.02844911243561594	-0.023363598805163865	-0.011831278356331168	0.05761316327801807	0.08045415948610556	0.008937618052210357	0.09656576088380504	-0.03142015095334239	-0.0001153507135133541	-0.09180453548339904	-0.010964410601877778	-0.16721118591147074	-0.028695880006207358	0.03059690362191489	-0.054433815633592716	-0.12334570890551085	0.019028700839198682	0.08719145895187515	-0.17226436276639112	-0.12455635686138808	-0.09705296822283664	-0.06549826424170191	-0.03402398004425044	0.09887758320285331	-0.020688206600440025	-0.03369765419006133	0.04097312943075077	-0.09602954341197921	0.04237170981192208	0.027791104486550568	-0.02290209411410081	-0.10501735567792972	0.08503014338770888	-0.008490744673836818	-0.11559971265623659	-0.010722949321819006	-0.12231943400000028	-0.1979913297360739	-0.14302587054791696	-0.09136019332513935	0.061202087763486276	-0.010682115404168744	0.022687256154905328	-0.03898391637168339	0.060842903042219273	0.025696295733949305	-0.05742305763297174	-0.008439976571311068	-0.08880295149601707	-0.08507590665223079	-0.029594865913103972	0.022498353909641583	-0.0904561985276386	0.03427901817753736	-0.0292485467334456	-0.02414063936645	-0.09292897704633317	0.02943768196664977	0.03309176692661348	-0.09471864017617158	0.0020404049501737687	0.08505894173424416	-0.034275321867670475	0.0075152807522954205	0.017769420112004015	0.005705037472053357	-0.05548274851941985
